ID,Relationship_StartNode_NodeID,Relationship_StartNode_NodeIDType,Relationship_EndNode_NodeID,Relationship_EndNode_NodeIDType,Relationship_RelationshipType,Relationship_RelationshipStatus,Relationship_Period_1_startDate,Relationship_Period_1_endDate,Relationship_Period_1_periodType,Relationship_Period.2.startDate,Relationship_Period.2.endDate,Relationship_Period.2.periodType,Relationship_Period.3.startDate,Relationship_Period.3.endDate,Relationship_Period.3.periodType,Relationship_Qualifiers.1.QualifierDimension,Relationship_Qualifiers.1.QualifierCategory,Relationship_Quantifiers.1.MeasurementMethod,Relationship_Quantifiers.1.QuantifierAmount,Relationship_Quantifiers.1.QuantifierUnits,Registration.InitialRegistrationDate,Registration.LastUpdateDate,Registration.RegistrationStatus,Registration.NextRenewalDate,Registration.ManagingLOU,Registration.ValidationSources,Registration.ValidationDocuments,Registration.ValidationReference
205745,5493008QW0LXITTGJR94,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2017-01-01T00:00:00.000+01:00,2017-12-31T00:00:00.000+01:00,ACCOUNTING_PERIOD,2018-04-25T00:00:00.000+02:00,,RELATIONSHIP_PERIOD,,,,ACCOUNTING_STANDARD,,,,,2018-04-26T17:31:00.000+02:00,2023-08-03T19:59:20.947+02:00,LAPSED,2019-04-25T21:47:00.000+02:00,39120001KULK7200U106,ENTITY_SUPPLIED_ONLY,SUPPORTING_DOCUMENTS,
205854,5493008RQ2M695CZJT53,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2020-01-01T00:00:00.000Z,2020-12-31T00:00:00.000Z,ACCOUNTING_PERIOD,2018-07-18T00:00:00.000Z,,RELATIONSHIP_PERIOD,,,,,,,,,2016-05-05T01:56:00.000Z,2023-07-31T17:34:15.017Z,LAPSED,2022-05-27T20:19:00.000Z,5493001KJTIIGC8Y1R12,ENTITY_SUPPLIED_ONLY,SUPPORTING_DOCUMENTS,
206026,5493008T4BEL3Q8ZO665,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2021-01-01T00:00:00+00:00,2021-12-31T00:00:00+00:00,ACCOUNTING_PERIOD,2017-11-09T00:00:00+00:00,,RELATIONSHIP_PERIOD,,,,ACCOUNTING_STANDARD,US_GAAP,,,,2016-05-05T00:00:00+00:00,2024-04-27T14:01:01+00:00,PUBLISHED,2025-05-27T14:17:36+00:00,529900T8BM49AURSDO55,FULLY_CORROBORATED,OTHER_OFFICIAL_DOCUMENTS,
206032,5493008T5O172Q3VKZ16,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2021-01-01T00:00:00+00:00,2021-12-31T00:00:00+00:00,ACCOUNTING_PERIOD,2017-10-24T00:00:00+00:00,,RELATIONSHIP_PERIOD,,,,ACCOUNTING_STANDARD,US_GAAP,,,,2016-09-01T00:00:00+00:00,2023-05-03T14:10:17+00:00,PUBLISHED,2024-05-27T14:18:24+00:00,529900T8BM49AURSDO55,ENTITY_SUPPLIED_ONLY,SUPPORTING_DOCUMENTS,
206037,5493008T716SDP1XZQ16,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2021-01-01T00:00:00+00:00,2021-12-31T00:00:00+00:00,ACCOUNTING_PERIOD,2017-10-15T00:00:00+00:00,,RELATIONSHIP_PERIOD,,,,ACCOUNTING_STANDARD,US_GAAP,,,,2017-09-12T00:00:00+00:00,2024-04-21T11:20:38+00:00,PUBLISHED,2025-05-27T14:17:16+00:00,529900T8BM49AURSDO55,ENTITY_SUPPLIED_ONLY,SUPPORTING_DOCUMENTS,https://www.ffiec.gov/npw/Institution/Profile/1951350?dt=20170701
206038,5493008T782BNFVY2R37,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_DIRECTLY_CONSOLIDATED_BY,ACTIVE,2017-01-01T00:00:00Z,2017-12-31T00:00:00Z,ACCOUNTING_PERIOD,2017-10-02T00:00:00Z,,RELATIONSHIP_PERIOD,,,,ACCOUNTING_STANDARD,,,,,2016-05-05T01:50:00Z,2023-07-31T17:11:36.903Z,LAPSED,2019-07-19T00:34:00Z,213800WAVVOPS85N2205,PARTIALLY_CORROBORATED,SUPPORTING_DOCUMENTS,
206039,5493008T782BNFVY2R37,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2017-01-01T00:00:00Z,2017-12-31T00:00:00Z,ACCOUNTING_PERIOD,2017-10-02T00:00:00Z,,RELATIONSHIP_PERIOD,,,,ACCOUNTING_STANDARD,,,,,2016-05-05T01:50:00Z,2023-07-31T17:11:36.903Z,LAPSED,2019-07-19T00:34:00Z,213800WAVVOPS85N2205,PARTIALLY_CORROBORATED,SUPPORTING_DOCUMENTS,
206053,5493008TE4E4DNW1EX82,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2024-04-27T00:00:00+00:00,,DOCUMENT_FILING_PERIOD,2022-01-01T00:00:00+00:00,2022-12-31T00:00:00+00:00,ACCOUNTING_PERIOD,2017-10-02T00:00:00+00:00,,RELATIONSHIP_PERIOD,ACCOUNTING_STANDARD,US_GAAP,,,,2016-05-05T00:00:00+00:00,2024-04-27T14:41:27+00:00,PUBLISHED,2025-05-27T14:17:46+00:00,529900T8BM49AURSDO55,FULLY_CORROBORATED,REGULATORY_FILING,https://www.ffiec.gov/npw/Institution/Profile/1951350?dt=20170701
206200,5493008UGFLIIW1TUT18,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2021-01-01T00:00:00+00:00,2021-12-31T00:00:00+00:00,ACCOUNTING_PERIOD,2017-10-02T00:00:00+00:00,,RELATIONSHIP_PERIOD,,,,ACCOUNTING_STANDARD,US_GAAP,,,,2016-05-05T00:00:00+00:00,2024-04-23T10:49:33+00:00,PUBLISHED,2025-05-27T14:10:30+00:00,529900T8BM49AURSDO55,ENTITY_SUPPLIED_ONLY,ACCOUNTS_FILING,https://www.sec.gov/Archives/edgar/data/831001/000083100119000027/c-12312018x10k.htm
206226,5493008UPJOWQRD78966,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2017-01-01T01:00:00+01:00,2017-12-31T01:00:00+01:00,ACCOUNTING_PERIOD,2017-10-02T02:00:00+02:00,,RELATIONSHIP_PERIOD,,,,ACCOUNTING_STANDARD,,,,,2023-08-08T17:54:41+02:00,2023-08-08T17:54:42+02:00,LAPSED,2019-07-19T02:33:00+02:00,529900F6BNUR3RJ2WH29,ENTITY_SUPPLIED_ONLY,SUPPORTING_DOCUMENTS,
206531,5493008X8S4Q4PG0GR93,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2017-01-01T00:00:00.000Z,2017-12-31T00:00:00.000Z,ACCOUNTING_PERIOD,2017-10-02T19:08:29.001Z,,RELATIONSHIP_PERIOD,,,,,,,,,2016-05-05T01:55:00.000Z,2023-07-31T17:34:15.017Z,LAPSED,2018-07-24T23:55:00.000Z,5493001KJTIIGC8Y1R12,FULLY_CORROBORATED,SUPPORTING_DOCUMENTS,
206792,5493008ZCTXK2URRYU29,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2021-01-01T00:00:00+00:00,2021-12-31T00:00:00+00:00,ACCOUNTING_PERIOD,2017-10-02T00:00:00+00:00,,RELATIONSHIP_PERIOD,,,,ACCOUNTING_STANDARD,US_GAAP,,,,2016-05-06T00:00:00+00:00,2024-04-25T10:13:19+00:00,PUBLISHED,2025-05-27T14:17:49+00:00,529900T8BM49AURSDO55,ENTITY_SUPPLIED_ONLY,OTHER_OFFICIAL_DOCUMENTS,https://www.sec.gov/ix?doc=/Archives/edgar/data/831001/000083100121000042/c-20201231.htm
207423,54930099O6D0ONGPUM16,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2021-01-01T00:00:00+00:00,2021-12-31T00:00:00+00:00,ACCOUNTING_PERIOD,2017-10-02T00:00:00+00:00,,RELATIONSHIP_PERIOD,,,,ACCOUNTING_STANDARD,US_GAAP,,,,2016-05-05T01:49:00+00:00,2022-04-30T14:28:10+00:00,LAPSED,2023-05-27T14:18:35+00:00,529900T8BM49AURSDO55,ENTITY_SUPPLIED_ONLY,SUPPORTING_DOCUMENTS,
207729,5493009EOVPC5GP9X387,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2021-01-01T00:00:00+00:00,2021-12-31T00:00:00+00:00,ACCOUNTING_PERIOD,2017-10-02T00:00:00+00:00,,RELATIONSHIP_PERIOD,,,,ACCOUNTING_STANDARD,US_GAAP,,,,2016-05-05T00:00:00+00:00,2024-04-27T13:52:22+00:00,PUBLISHED,2025-05-27T14:17:35+00:00,529900T8BM49AURSDO55,FULLY_CORROBORATED,OTHER_OFFICIAL_DOCUMENTS,
207738,5493009ESH9YUGQ86Z53,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2021-01-01T00:00:00+00:00,2021-12-31T00:00:00+00:00,ACCOUNTING_PERIOD,2017-10-02T00:00:00+00:00,,RELATIONSHIP_PERIOD,,,,ACCOUNTING_STANDARD,OTHER_ACCOUNTING_STANDARD,,,,2016-05-05T00:00:00+00:00,2022-04-30T00:00:00+00:00,PUBLISHED,2024-05-27T14:17:37+00:00,529900T8BM49AURSDO55,ENTITY_SUPPLIED_ONLY,OTHER_OFFICIAL_DOCUMENTS,https://find-and-update.company-information.service.gov.uk/company/09151426/filing-history
208203,5493009LWXMGSRLK6S70,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2017-01-01T00:00:00.000Z,2017-12-31T00:00:00.000Z,ACCOUNTING_PERIOD,2017-09-05T00:00:00.000Z,,RELATIONSHIP_PERIOD,,,,,,,,,2017-09-05T01:47:00.000Z,2023-07-31T17:34:15.017Z,LAPSED,2019-07-19T00:36:00.000Z,5493001KJTIIGC8Y1R12,ENTITY_SUPPLIED_ONLY,SUPPORTING_DOCUMENTS,
208235,5493009MO8D3PKFH2439,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2021-01-01T00:00:00+00:00,2021-12-31T00:00:00+00:00,ACCOUNTING_PERIOD,2017-10-02T00:00:00+00:00,,RELATIONSHIP_PERIOD,2019-01-01T00:00:00+00:00,2019-12-31T00:00:00+00:00,DOCUMENT_FILING_PERIOD,ACCOUNTING_STANDARD,OTHER_ACCOUNTING_STANDARD,,,,2016-05-05T00:00:00+00:00,2023-04-29T15:02:45+00:00,PUBLISHED,2024-05-27T14:17:37+00:00,529900T8BM49AURSDO55,ENTITY_SUPPLIED_ONLY,OTHER_OFFICIAL_DOCUMENTS,https://find-and-update.company-information.service.gov.uk/company/04988945/filing-history/MzI4OTYyOTMxM2FkaXF6a2N4/document?format=pdf&download=0
209107,549300A0FCOY5OEZ5E02,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2021-01-01T00:00:00+00:00,2021-12-31T00:00:00+00:00,ACCOUNTING_PERIOD,2017-10-02T00:00:00+00:00,,RELATIONSHIP_PERIOD,,,,ACCOUNTING_STANDARD,US_GAAP,,,,2016-05-05T00:00:00+00:00,2024-03-28T04:39:41+00:00,PUBLISHED,2025-05-27T14:17:13+00:00,529900T8BM49AURSDO55,ENTITY_SUPPLIED_ONLY,SUPPORTING_DOCUMENTS,
209155,549300A10GBHJTULDJ27,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2021-01-01T00:00:00+00:00,2021-12-31T00:00:00+00:00,ACCOUNTING_PERIOD,2019-08-12T00:00:00+00:00,,RELATIONSHIP_PERIOD,,,,ACCOUNTING_STANDARD,US_GAAP,,,,2019-08-13T00:00:00+00:00,2024-04-25T11:54:09+00:00,PUBLISHED,2025-05-27T14:17:10+00:00,529900T8BM49AURSDO55,ENTITY_SUPPLIED_ONLY,SUPPORTING_DOCUMENTS,
209211,549300A1TY93TY4PV011,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_DIRECTLY_CONSOLIDATED_BY,ACTIVE,2024-04-29T00:00:00+00:00,,DOCUMENT_FILING_PERIOD,2021-01-01T00:00:00+00:00,2021-12-31T00:00:00+00:00,ACCOUNTING_PERIOD,2017-10-02T00:00:00+00:00,,RELATIONSHIP_PERIOD,ACCOUNTING_STANDARD,US_GAAP,,,,2016-05-05T00:00:00+00:00,2024-04-29T09:52:43+00:00,PUBLISHED,2025-05-27T14:17:53+00:00,529900T8BM49AURSDO55,ENTITY_SUPPLIED_ONLY,REGULATORY_FILING,https://www.ffiec.gov/npw/Institution/Profile/3464621?dt=20160505
209212,549300A1TY93TY4PV011,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2024-04-29T00:00:00+00:00,,DOCUMENT_FILING_PERIOD,2021-01-01T00:00:00+00:00,2021-12-31T00:00:00+00:00,ACCOUNTING_PERIOD,2018-07-18T00:00:00+00:00,,RELATIONSHIP_PERIOD,ACCOUNTING_STANDARD,US_GAAP,,,,2016-05-05T00:00:00+00:00,2024-04-29T09:52:43+00:00,PUBLISHED,2025-05-27T14:17:53+00:00,529900T8BM49AURSDO55,ENTITY_SUPPLIED_ONLY,REGULATORY_FILING,https://www.ffiec.gov/npw/Institution/Profile/3464621?dt=20160505
209319,549300A3NJ2GXE5C5J16,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2018-01-01T00:00:00.000Z,2018-12-31T00:00:00.000Z,ACCOUNTING_PERIOD,2019-06-27T00:00:00.000Z,,RELATIONSHIP_PERIOD,,,,,,,,,2019-07-01T14:33:00.000Z,2023-07-31T17:34:15.017Z,LAPSED,2020-06-26T12:48:00.000Z,5493001KJTIIGC8Y1R12,PARTIALLY_CORROBORATED,SUPPORTING_DOCUMENTS,
209378,549300A4KDFCRC6R2E02,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2020-01-01T00:00:00.000+01:00,2020-12-31T00:00:00.000+01:00,ACCOUNTING_PERIOD,2019-06-27T00:00:00.000+02:00,,RELATIONSHIP_PERIOD,,,,ACCOUNTING_STANDARD,,,,,2019-07-02T16:32:00.000+02:00,2023-08-03T20:01:00.546+02:00,LAPSED,2022-05-27T22:19:00.000+02:00,39120001KULK7200U106,ENTITY_SUPPLIED_ONLY,SUPPORTING_DOCUMENTS,
209420,549300A57UN5NYUQCI94,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2020-01-01T00:00:00.000Z,2020-12-31T00:00:00.000Z,ACCOUNTING_PERIOD,2017-10-19T00:00:00.000Z,,RELATIONSHIP_PERIOD,,,,,,,,,2017-09-08T02:07:00.000Z,2023-07-31T17:34:15.017Z,LAPSED,2022-05-27T19:36:00.000Z,5493001KJTIIGC8Y1R12,PARTIALLY_CORROBORATED,SUPPORTING_DOCUMENTS,
209430,549300A5E5Q4CPVLNB26,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2021-01-01T00:00:00+00:00,2021-12-31T00:00:00+00:00,ACCOUNTING_PERIOD,2018-07-18T00:00:00+00:00,,RELATIONSHIP_PERIOD,,,,ACCOUNTING_STANDARD,US_GAAP,,,,2016-05-05T00:00:00+00:00,2024-04-23T11:56:08+00:00,PUBLISHED,2025-05-27T14:10:34+00:00,529900T8BM49AURSDO55,ENTITY_SUPPLIED_ONLY,SUPPORTING_DOCUMENTS,
209710,549300AAROI56QXHOE50,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2020-01-01T00:00:00.000+01:00,2020-12-31T00:00:00.000+01:00,ACCOUNTING_PERIOD,2019-06-27T00:00:00.000+02:00,,RELATIONSHIP_PERIOD,,,,ACCOUNTING_STANDARD,,,,,2019-07-11T16:32:00.000+02:00,2023-08-03T19:59:39.373+02:00,LAPSED,2022-05-27T22:19:00.000+02:00,39120001KULK7200U106,ENTITY_SUPPLIED_ONLY,SUPPORTING_DOCUMENTS,
209828,549300ACPG44F84HVT66,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2021-01-01T00:00:00+00:00,2021-12-31T00:00:00+00:00,ACCOUNTING_PERIOD,2018-07-18T00:00:00+00:00,,RELATIONSHIP_PERIOD,,,,ACCOUNTING_STANDARD,US_GAAP,,,,2016-05-05T00:00:00+00:00,2023-04-21T13:31:19+00:00,PUBLISHED,2025-05-27T14:10:30+00:00,529900T8BM49AURSDO55,ENTITY_SUPPLIED_ONLY,SUPPORTING_DOCUMENTS,
210484,549300AMY7H3W46MI453,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2017-01-01T00:00:00.000Z,2017-12-31T00:00:00.000Z,ACCOUNTING_PERIOD,2017-10-02T19:57:50.902Z,,RELATIONSHIP_PERIOD,,,,,,,,,2016-05-05T01:50:00.000Z,2022-07-21T18:37:00.000Z,LAPSED,2018-07-24T23:50:00.000Z,5493001KJTIIGC8Y1R12,ENTITY_SUPPLIED_ONLY,SUPPORTING_DOCUMENTS,
210539,549300ANIZDYSHG04854,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2021-01-01T00:00:00+00:00,2021-12-31T00:00:00+00:00,ACCOUNTING_PERIOD,2020-07-21T00:00:00+00:00,,RELATIONSHIP_PERIOD,,,,ACCOUNTING_STANDARD,OTHER_ACCOUNTING_STANDARD,,,,2020-06-16T00:00:00+00:00,2023-04-29T11:49:15+00:00,PUBLISHED,2024-05-27T14:17:31+00:00,529900T8BM49AURSDO55,ENTITY_SUPPLIED_ONLY,OTHER_OFFICIAL_DOCUMENTS,https://find-and-update.company-information.service.gov.uk/company/11786912/filing-history/MzI3Nzk0Mzg5M2FkaXF6a2N4/document?format=pdf&download=0
210651,549300APBSZGR650Z142,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2017-01-01T00:00:00.000Z,2017-12-31T00:00:00.000Z,ACCOUNTING_PERIOD,2017-10-02T20:31:37.001Z,,RELATIONSHIP_PERIOD,,,,,,,,,2016-05-05T01:50:00.000Z,2023-07-31T17:34:15.017Z,LAPSED,2018-07-24T23:36:00.000Z,5493001KJTIIGC8Y1R12,FULLY_CORROBORATED,SUPPORTING_DOCUMENTS,
211153,549300AWRXSFSCNDQZ04,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2024-04-29T00:00:00+00:00,,DOCUMENT_FILING_PERIOD,2022-01-01T00:00:00+00:00,2022-12-31T00:00:00+00:00,ACCOUNTING_PERIOD,2017-10-02T00:00:00+00:00,,RELATIONSHIP_PERIOD,ACCOUNTING_STANDARD,US_GAAP,,,,2016-05-05T00:00:00+00:00,2024-04-29T08:08:53+00:00,PUBLISHED,2025-05-27T14:17:02+00:00,529900T8BM49AURSDO55,FULLY_CORROBORATED,REGULATORY_FILING,https://www.ffiec.gov/npw/Institution/Profile/1171907?dt=20160505
211275,549300AYCCYNP41MR367,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2017-01-01T00:00:00.000Z,2017-12-31T00:00:00.000Z,ACCOUNTING_PERIOD,2017-10-02T00:00:00.000Z,,RELATIONSHIP_PERIOD,,,,,,,,,2016-05-05T01:49:00.000Z,2023-07-31T17:34:15.017Z,LAPSED,2019-07-19T00:34:00.000Z,5493001KJTIIGC8Y1R12,ENTITY_SUPPLIED_ONLY,SUPPORTING_DOCUMENTS,
211757,549300B2ULZG1WIY7E73,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2021-01-01T00:00:00+00:00,2021-12-31T00:00:00+00:00,ACCOUNTING_PERIOD,2017-10-02T00:00:00+00:00,,RELATIONSHIP_PERIOD,,,,ACCOUNTING_STANDARD,US_GAAP,,,,2016-05-05T00:00:00+00:00,2024-04-26T15:56:19+00:00,PUBLISHED,2025-05-27T14:17:12+00:00,529900T8BM49AURSDO55,ENTITY_SUPPLIED_ONLY,SUPPORTING_DOCUMENTS,
213158,549300BEKR7IJPYSEV09,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2017-01-01T00:00:00Z,2017-12-31T00:00:00Z,ACCOUNTING_PERIOD,2017-09-28T01:42:43Z,,RELATIONSHIP_PERIOD,,,,ACCOUNTING_STANDARD,,,,,2016-05-05T01:50:00Z,2023-07-31T17:11:36.903Z,LAPSED,2018-07-25T20:29:00Z,213800WAVVOPS85N2205,ENTITY_SUPPLIED_ONLY,SUPPORTING_DOCUMENTS,
213707,549300BJ8V8EPIFYWY08,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2017-10-02T19:14:16.663Z,,RELATIONSHIP_PERIOD,2016-01-01T00:00:00Z,2016-12-31T00:00:00Z,ACCOUNTING_PERIOD,,,,,,,,,2016-05-05T01:50:00Z,2022-07-21T18:37:00Z,LAPSED,2018-07-24T23:36:00Z,52990034RLKT0WSOAM90,FULLY_CORROBORATED,SUPPORTING_DOCUMENTS,
213743,549300BJIXZ71FFMJJ46,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2020-01-01T00:00:00.000Z,2020-12-31T00:00:00.000Z,ACCOUNTING_PERIOD,2019-06-27T00:00:00.000Z,,RELATIONSHIP_PERIOD,,,,,,,,,2019-07-01T14:32:00.000Z,2022-07-21T18:37:00.000Z,LAPSED,2022-05-27T20:19:00.000Z,5493001KJTIIGC8Y1R12,PARTIALLY_CORROBORATED,SUPPORTING_DOCUMENTS,
213805,549300BK3G6DA6OECF23,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2021-01-01T00:00:00+00:00,2021-12-31T00:00:00+00:00,ACCOUNTING_PERIOD,2017-10-02T00:00:00+00:00,,RELATIONSHIP_PERIOD,,,,ACCOUNTING_STANDARD,US_GAAP,,,,2016-05-05T00:00:00+00:00,2024-04-29T18:38:06+00:00,PUBLISHED,2025-05-27T14:18:13+00:00,529900T8BM49AURSDO55,FULLY_CORROBORATED,SUPPORTING_DOCUMENTS,
214261,549300BNPN2H2RIE1C10,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2018-01-01T00:00:00.000Z,2018-12-31T00:00:00.000Z,ACCOUNTING_PERIOD,2017-09-28T00:00:00.000Z,,RELATIONSHIP_PERIOD,,,,,,,,,2016-05-05T01:53:00.000Z,2023-07-31T17:34:15.017Z,LAPSED,2020-06-30T03:01:00.000Z,5493001KJTIIGC8Y1R12,PARTIALLY_CORROBORATED,SUPPORTING_DOCUMENTS,
214380,549300BOPTL4QPCMDB68,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2021-01-01T00:00:00+00:00,2021-12-31T00:00:00+00:00,ACCOUNTING_PERIOD,2017-10-02T00:00:00+00:00,,RELATIONSHIP_PERIOD,,,,ACCOUNTING_STANDARD,US_GAAP,,,,2016-05-05T00:00:00+00:00,2024-04-21T11:26:01+00:00,PUBLISHED,2025-05-27T14:17:28+00:00,529900T8BM49AURSDO55,ENTITY_SUPPLIED_ONLY,SUPPORTING_DOCUMENTS,https://www.sec.gov/Archives/edgar/data/831001/000083100115000043/c-12312014x10k.htm
214533,549300BPV8H6VX2MH963,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2016-01-01T00:00:00Z,2016-12-31T00:00:00Z,ACCOUNTING_PERIOD,2017-10-02T00:00:00Z,,RELATIONSHIP_PERIOD,2016-01-01T00:00:00Z,2016-12-31T00:00:00Z,DOCUMENT_FILING_PERIOD,ACCOUNTING_STANDARD,IFRS,,,,2016-05-05T01:52:00Z,2023-07-31T17:11:36.903Z,LAPSED,2019-07-19T00:34:00Z,213800WAVVOPS85N2205,FULLY_CORROBORATED,ACCOUNTS_FILING,https://beta.companieshouse.gov.uk/company/01850314/filing-history/MzE4MzI5OTg3M2FkaXF6a2N4/document?format=pdf&download=0
214688,549300BR5A6QHQBSMM90,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2021-01-01T00:00:00+00:00,2021-12-31T00:00:00+00:00,ACCOUNTING_PERIOD,2017-10-02T00:00:00+00:00,,RELATIONSHIP_PERIOD,,,,ACCOUNTING_STANDARD,US_GAAP,,,,2016-05-05T00:00:00+00:00,2024-04-26T16:13:17+00:00,PUBLISHED,2025-05-27T14:17:15+00:00,529900T8BM49AURSDO55,ENTITY_SUPPLIED_ONLY,SUPPORTING_DOCUMENTS,
214852,549300BSM2K5JOIUQ068,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2021-01-01T00:00:00+00:00,2021-12-31T00:00:00+00:00,ACCOUNTING_PERIOD,2017-10-02T00:00:00+00:00,,RELATIONSHIP_PERIOD,,,,ACCOUNTING_STANDARD,US_GAAP,,,,2016-05-05T00:00:00+00:00,2024-04-29T11:13:06+00:00,PUBLISHED,2025-05-27T14:17:53+00:00,529900T8BM49AURSDO55,ENTITY_SUPPLIED_ONLY,OTHER_OFFICIAL_DOCUMENTS,
215161,549300BV0D2NIIO2BZ63,LEI,6SHGI4ZSSLCXXQSBB395,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2021-01-01T00:00:00+00:00,2021-12-31T00:00:00+00:00,ACCOUNTING_PERIOD,2017-10-02T00:00:00+00:00,,RELATIONSHIP_PERIOD,,,,ACCOUNTING_STANDARD,US_GAAP,,,,2016-05-05T00:00:00+00:00,2024-04-29T10:34:06+00:00,PUBLISHED,2025-05-27T14:16:58+00:00,529900T8BM49AURSDO55,ENTITY_SUPPLIED_ONLY,SUPPORTING_DOCUMENTS,
